Reviewer,Number,Authors,Title,Pub.year,URL,Species,Site,Latitude,Longitude,Loc.method,Month,Sample.year,Primer.note,Locus,Cross.species,He,Ho,A,Fis,He.mean,Ho.mean,A.mean,Fis.mean,He.sd,Ho.sd,A.sd,Fis.sd,Sample.Size,Notes,,,,,,,,
CR,1153,"P Gélin, C Rougeux, V Mehn, MMM Guillaume…","Isolation and characterization of 22 microsatellite loci from two coral species: Acropora muricata (Linnaeus, 1758) (Scleractinia, Acroporidae) and Porites lutea Milne-Edwards & Haime, 1851 (Scleractinia, Poritidae)",2015,https://www.researchgate.net/publication/290496381_Isolation_and_characterization_of_22_microsatellite_loci_from_two_coral_species_Acropora_muricata_Linnaeus_1758_Scleractinia_Acroporidae_and_Porites_lutea_Milne-Edwards_Haime_1851_Scleractinia_Poritid,Porites lutea,Etang-Salé,-21.270364,55.332356,GIVEN,NA,NA,YES,Pl09,NO,0.05,0.05,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,,,,,,,,,
CR,1153,"P Gélin, C Rougeux, V Mehn, MMM Guillaume…","Isolation and characterization of 22 microsatellite loci from two coral species: Acropora muricata (Linnaeus, 1758) (Scleractinia, Acroporidae) and Porites lutea Milne-Edwards & Haime, 1851 (Scleractinia, Poritidae)",2015,https://www.researchgate.net/publication/290496381_Isolation_and_characterization_of_22_microsatellite_loci_from_two_coral_species_Acropora_muricata_Linnaeus_1758_Scleractinia_Acroporidae_and_Porites_lutea_Milne-Edwards_Haime_1851_Scleractinia_Poritid,Porites lutea,Etang-Salé,-21.270364,55.332356,GIVEN,NA,NA,YES,Pl10,NO,0.73,0.53,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,,,,,,,,,
CR,1153,"P Gélin, C Rougeux, V Mehn, MMM Guillaume…","Isolation and characterization of 22 microsatellite loci from two coral species: Acropora muricata (Linnaeus, 1758) (Scleractinia, Acroporidae) and Porites lutea Milne-Edwards & Haime, 1851 (Scleractinia, Poritidae)",2015,https://www.researchgate.net/publication/290496381_Isolation_and_characterization_of_22_microsatellite_loci_from_two_coral_species_Acropora_muricata_Linnaeus_1758_Scleractinia_Acroporidae_and_Porites_lutea_Milne-Edwards_Haime_1851_Scleractinia_Poritid,Porites lutea,Etang-Salé,-21.270364,55.332356,GIVEN,NA,NA,YES,Pl11,NO,0.51,0.32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL0340,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL0780,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL0905,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL1357,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL1370,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL1483,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL1551,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL1556,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL1629,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL1868,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Ulloa,5.55,-87.2,GIVEN,April,2010,NO,PL2069,NO,NA,NA,NA,NA,0.6,0.55,4.36,NA,NA,NA,NA,NA,17,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL2258,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL0340,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL0780,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL0905,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL1357,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL1370,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL1483,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL1551,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL1556,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL1629,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Bahia Weston,5.552278,-87.050889,GIVEN,April,2010,NO,PL1868,NO,NA,NA,NA,NA,0.62,0.54,4.64,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL2069,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL2258,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL0340,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL0780,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL0905,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL1357,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL1370,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL1483,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL1551,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL1556,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1154,"JN Boulay, J Cortés, J Nivia-Ruiz…","High genotypic diversity of the reef-building coral Porites lobata (Scleractinia: Poritidae) in Isla del Coco National Park, Costa Rica",2012,https://www.scielo.sa.cr/scielo.php?pid=S0034-77442012000800018&script=sci_arttext&tlng=en,Porites lobata,Punta Maria,5.534833,-87.0875,GIVEN,April,2010,NO,PL1629,NO,NA,NA,NA,NA,0.61,0.5,5,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1155,"M Schweinsberg, R Tollrian, KP Lampert",Genetic variation in the massive coral Porites lobata,2016,https://link.springer.com/article/10.1007/s00227-016-3022-8,Porites lobata,Cook's Bay,-17.477069,-149.844542,GIVEN,December,2013,NO,PL1868,NO,0.76419,0.25833,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,,,,,,,,,
CR,1155,"M Schweinsberg, R Tollrian, KP Lampert",Genetic variation in the massive coral Porites lobata,2016,https://link.springer.com/article/10.1007/s00227-016-3022-8,Porites lobata,Cook's Bay,-17.477069,-149.844542,GIVEN,December,2013,NO,PL2069,NO,0.8448,0.70833,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,,,,,,,,,
CR,1155,"M Schweinsberg, R Tollrian, KP Lampert",Genetic variation in the massive coral Porites lobata,2016,https://link.springer.com/article/10.1007/s00227-016-3022-8,Porites lobata,Cook's Bay,-17.477069,-149.844542,GIVEN,December,2013,NO,PL2258,NO,0.84583,0.59664,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,,,,,,,,,
CR,1155,"M Schweinsberg, R Tollrian, KP Lampert",Genetic variation in the massive coral Porites lobata,2016,https://link.springer.com/article/10.1007/s00227-016-3022-8,Porites lobata,Cook's Bay,-17.477069,-149.844542,GIVEN,December,2013,NO,Pl1370,NO,0.78264,0.625,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,,,,,,,,,
CR,1155,"M Schweinsberg, R Tollrian, KP Lampert",Genetic variation in the massive coral Porites lobata,2016,https://link.springer.com/article/10.1007/s00227-016-3022-8,Porites lobata,Cook's Bay,-17.477069,-149.844542,GIVEN,December,2013,NO,Pl1551,NO,0.77857,0.675,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,,,,,,,,,
CR,1155,"M Schweinsberg, R Tollrian, KP Lampert",Genetic variation in the massive coral Porites lobata,2016,https://link.springer.com/article/10.1007/s00227-016-3022-8,Porites lobata,Cook's Bay,-17.477069,-149.844542,GIVEN,December,2013,NO,Pl1629,NO,0.66702,0.44167,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,,,,,,,,,
CR,1155,"M Schweinsberg, R Tollrian, KP Lampert",Genetic variation in the massive coral Porites lobata,2016,https://link.springer.com/article/10.1007/s00227-016-3022-8,Porites lobata,Cook's Bay,-17.477069,-149.844542,GIVEN,December,2013,NO,PL1868,NO,0.8713,0.49167,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,,,,,,,,,
CR,1155,"M Schweinsberg, R Tollrian, KP Lampert",Genetic variation in the massive coral Porites lobata,2016,https://link.springer.com/article/10.1007/s00227-016-3022-8,Porites lobata,Cook's Bay,-17.477069,-149.844542,GIVEN,December,2013,NO,PL2069,NO,0.8379,0.39831,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,,,,,,,,,
CR,1155,"M Schweinsberg, R Tollrian, KP Lampert",Genetic variation in the massive coral Porites lobata,2016,https://link.springer.com/article/10.1007/s00227-016-3022-8,Porites lobata,Cook's Bay,-17.477069,-149.844542,GIVEN,December,2013,NO,Pl2258,NO,0.84799,0.61345,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,,,,,,,,,
CR,1244,"CD Kenkel, G Goodbody‐Gringley…",Evidence for a host role in thermotolerance divergence between populations of the mustard hill coral (Porites astreoides) from different reef environments,2013,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.12391,Porites astreoides,Sugarloaf Key,24.521717,-81.57675,GIVEN,August,2010,NO,Past_17,NO,0.866,0.833,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,,,,
CR,1244,"CD Kenkel, G Goodbody‐Gringley…",Evidence for a host role in thermotolerance divergence between populations of the mustard hill coral (Porites astreoides) from different reef environments,2013,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.12391,Porites astreoides,Sugarloaf Key,24.521717,-81.57675,GIVEN,August,2010,NO,Past_21,NO,0.798,0.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1244,"CD Kenkel, G Goodbody‐Gringley…",Evidence for a host role in thermotolerance divergence between populations of the mustard hill coral (Porites astreoides) from different reef environments,2013,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.12391,Porites astreoides,Sugarloaf Key,24.521717,-81.57675,GIVEN,August,2010,NO,Past_3,NO,0.79,0.81,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,,,,
CR,1244,"CD Kenkel, G Goodbody‐Gringley…",Evidence for a host role in thermotolerance divergence between populations of the mustard hill coral (Porites astreoides) from different reef environments,2013,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.12391,Porites astreoides,Sugarloaf Key,24.521717,-81.57675,GIVEN,August,2010,NO,Past_8,NO,0.787,0.714,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,,,,
CR,1244,"CD Kenkel, G Goodbody‐Gringley…",Evidence for a host role in thermotolerance divergence between populations of the mustard hill coral (Porites astreoides) from different reef environments,2013,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.12391,Porites astreoides,Sugarloaf Key,24.521717,-81.57675,GIVEN,August,2010,NO,Past_10,NO,0.866,0.6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,,,,,,,,,
CR,1244,"CD Kenkel, G Goodbody‐Gringley…",Evidence for a host role in thermotolerance divergence between populations of the mustard hill coral (Porites astreoides) from different reef environments,2013,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.12391,Porites astreoides,Sugarloaf Key,24.521717,-81.57675,GIVEN,August,2010,NO,Past_13,NO,0.664,0.649,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,,,,
CR,1244,"CD Kenkel, G Goodbody‐Gringley…",Evidence for a host role in thermotolerance divergence between populations of the mustard hill coral (Porites astreoides) from different reef environments,2013,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.12391,Porites astreoides,Sugarloaf Key,24.521717,-81.57675,GIVEN,August,2010,NO,Past_16,NO,0.743,0.714,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,,,,
CR,1244,"CD Kenkel, G Goodbody‐Gringley…",Evidence for a host role in thermotolerance divergence between populations of the mustard hill coral (Porites astreoides) from different reef environments,2013,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.12391,Porites astreoides,Sugarloaf Key,24.521717,-81.57675,GIVEN,August,2010,NO,Past_2,NO,0.872,0.952,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Kanton,-2.8261,-171.6766,GIVEN,NA,NA,NO,340,NO,NA,NA,NA,NA,0.806,0.784,14.583,0.04,0.132665,0.165831,8.583425,NA,44,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Kanton,-2.8261,-171.6766,GIVEN,NA,NA,NO,780,NO,NA,NA,NA,NA,0.806,0.784,14.583,0.04,0.132665,0.165831,8.583425,NA,44,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Kanton,-2.8261,-171.6766,GIVEN,NA,NA,NO,905,NO,NA,NA,NA,NA,0.806,0.784,14.583,0.04,0.132665,0.165831,8.583425,NA,44,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Kanton,-2.8261,-171.6766,GIVEN,NA,NA,NO,1357,NO,NA,NA,NA,NA,0.806,0.784,14.583,0.04,0.132665,0.165831,8.583425,NA,44,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Kanton,-2.8261,-171.6766,GIVEN,NA,NA,NO,1370,NO,NA,NA,NA,NA,0.806,0.784,14.583,0.04,0.132665,0.165831,8.583425,NA,44,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Kanton,-2.8261,-171.6766,GIVEN,NA,NA,NO,1483,NO,NA,NA,NA,NA,0.806,0.784,14.583,0.04,0.132665,0.165831,8.583425,NA,44,,,,,,,,,
CR,1266,HE Rivera,"Genetic connectivity, adaptation, and phenotypic plasticity of corals and anemones under thermal stress",2019,https://dspace.mit.edu/handle/1721.1/122327,Porites lobata,Kanton,-2.8261,-171.6766,GIVEN,NA,NA,NO,1551,NO,NA,NA,NA,NA,0.806,0.784,14.583,0.04,0.132665,0.165831,8.583425,NA,44,,,,,,,,,
